xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract_from_manc	soma_location	predicted_nt	predicted_nt_prob	predicted_nt_new	hemibrain_type	hemilineage
(133876, 81717, 5798)	133876	81717	5798	79803241877202796	720575940633724271	R		AN	AN_GNG_184				0	unk		
(134865, 82897, 5798)	134865	82897	5798	79873679340849768	720575940608603512	R		AN	AN_GNG_165			ACH	0.93	ACH		
(134929, 83150, 5798)	134929	83150	5798	79873679340847220	720575940621712821	R		AN	AN_GNG_165			ACH	0.96	ACH		
(134974, 83173, 5798)	134974	83173	5798	79873679340847238	720575940619119600	R		AN	AN_GNG_165			ACH	0.87	ACH		
(135019, 83023, 5798)	135019	83023	5798	79873679340847125	720575940624989833	R		AN	AN_GNG_166				0	unk		
(131945, 83248, 5798)	131945	83248	5798	79662573108304764	720575940621044048	R		AN	AN_SLP_AVLP_1			ACH	0.6	unk		
(136212, 80048, 5798)	136212	80048	5798	80014210670753886	720575940610883043	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.69	ACH		
(133349, 77367, 5798)	133349	77367	5798	79802898279811119	720575940630145311	R		AN	AN_GNG_78				0	unk		
(139434, 81070, 5798)	139434	81070	5798	80225385622790153	720575940628746690	R		AN	AN_GNG_4			ACH	0.92	ACH		
(139619, 81056, 5798)	139619	81056	5798	80225385622785332	720575940608646665	R		AN	AN_multi_7			ACH	0.86	ACH		
(139968, 81223, 5798)	139968	81223	5798	80225385622786641	720575940620705240	R		AN	AN_multi_128			ACH	0.8	ACH		
(140127, 81278, 5798)	140127	81278	5798	80225385622785483	720575940626768442	R		AN	AN_multi_105			ACH	0.93	ACH	hb-706176085	
(139987, 81374, 5798)	139987	81374	5798	80225385622784400	720575940630391639	R		AN	AN_multi_128			ACH	0.8	ACH		
(140155, 81436, 5798)	140155	81436	5798	80225385622786758	720575940614642491	R		AN	AN_GNG_7			ACH	0.8	ACH		
(137187, 80972, 5798)	137187	80972	5798	80084648134405150	720575940625086666	R		AN	AN_GNG_IPS_13			ACH	0.69	ACH		
(137275, 82100, 5798)	137275	82100	5798	80084716853901692	720575940628586071	R		AN	AN_GNG_17			SER	0.54	unk		
(138511, 79560, 5798)	138511	79560	5798	80154948159109795	720575940618922992	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(138345, 81167, 5798)	138345	81167	5798	80155016878602284	720575940637714560	R		AN	AN_GNG_142			ACH	0.83	ACH		
(138375, 81106, 5798)	138375	81106	5798	80155016878603491	720575940621833933	R		AN	AN_GNG_IPS_18			ACH	0.98	ACH		
(137584, 80562, 5798)	137584	80562	5798	80084648134404620	720575940626494210	R		SA	SA_DMT_DMetaN_9	DMT		GLUT	0.62	GLUT		
(134653, 83260, 5798)	134653	83260	5798	79873679340845945	720575940615174493	R		AN	AN_AVLP_28			ACH	0.91	ACH		
(131676, 83509, 5798)	131676	83509	5798	79662573108309760	720575940622443007	R		AN	AN_multi_94			GABA	0.69	GABA		
(134261, 78132, 5798)	134261	78132	5798	79873335743471937	720575940622137443	R		AN	AN_IPS_SPS_unmatched			GABA	0.53	unk		
(138589, 80163, 5798)	138589	80163	5798	80154948159104873	720575940614773307	R		AN	AN_GNG_175			SER	0.52	unk		
(139437, 79080, 5798)	139437	79080	5798	80225248183822991	720575940633362719	R		AN	AN_GNG_IPS_20			ACH	0.82	ACH		
(137555, 81686, 5798)	137555	81686	5798	80084716853892909	720575940625897603	R		SA	SA_DMT_ADMN_10	DMT		ACH	0.89	ACH		
(137355, 81168, 5798)	137355	81168	5798	80084648134407771	720575940619037342	R		SA	SA_DMT_ADMN_7	DMT			0	unk		
(136925, 79422, 5798)	136925	79422	5798	80014141951290134	720575940626628507	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.93	ACH		
(137360, 79212, 5798)	137360	79212	5798	80084510695466953	720575940622385703	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(137660, 79468, 5798)	137660	79468	5798	80084510695451990	720575940618290523	R		SA	SA_DMT_DMetaN_unmatched	DMT			0	unk		
(134548, 77397, 5798)	134548	77397	5798	79873267024006337	720575940617940359	R		SA	SA_DMT_DMetaN_unmatched	DMT		GLUT	0.56	unk		
(136765, 79803, 5798)	136765	79803	5798	80014210670757376	720575940633726575	R		SA	SA_DMT_DMetaN_11	DMT		GLUT	0.48	unk		
(136419, 78557, 5798)	136419	78557	5798	80014141951290871	720575940639950733	R		SA	SA_DMT_DMetaN_12	DMT			0	unk		
(133532, 84032, 5798)	133532	84032	5798	79803379316149602	720575940603767473	R		AN	AN_AVLP_GNG_23				0	unk		
(131680, 83642, 5798)	131680	83642	5798	79662641827778151	720575940624012981	R		AN	AN_multi_120			ACH	0.93	ACH		
(135222, 79592, 5798)	135222	79592	5798	79943841926585078	720575940625898983	R		SA	SA_DMT_DMetaN_unmatched	DMT		ACH	0.75	ACH		
(131761, 84202, 5798)	131761	84202	5798	79662641827777241	720575940619421311	R		SA	SA_VTV_6	VTV		SER	0.95	other		
(131974, 84309, 5798)	131974	84309	5798	79662641827778535	720575940614513662	R		AN	AN_GNG_FLA_5			GLUT	0.73	GLUT		
(135905, 75589, 5798)	135905	75589	5798	79943567048670674	720575940615076418	R		AN	AN_GNG_199			ACH	0.86	ACH		
(131354, 84148, 5798)	131354	84148	5798	79662641827781709	720575940626622339	R		AN	AN_GNG_PRW_4			GABA	0.52	unk		
(132313, 76326, 5798)	132313	76326	5798	79732460816162332	720575940623758377	R		doubleseed				DA	0.46	unk		
(133063, 83550, 5798)	133063	83550	5798	79803310596671645	720575940618057921	R		AN	AN_GNG_193			GLUT	0.72	GLUT		
(137998, 80789, 5798)	137998	80789	5798	80084648134405044	720575940620275677	R		SA	SA_DMT_DMetaN_3	DMT		ACH	0.74	ACH		
(134557, 84361, 5798)	134557	84361	5798	79873748060331560	720575940602337504	R		AN	AN_AVLP_41			ACH	0.92	ACH		
(136480, 83490, 5798)	136480	83490	5798	80014416829203583	720575940636008559	R		AN	AN_GNG_33			ACH	0.53	unk		
(131829, 83688, 5798)	131829	83688	5798	79662641827776909	720575940625021573	R		SA	SA_VTV_3	VTV			0	unk		
(135208, 84007, 5798)	135208	84007	5798	79944116804494726	720575940603374624	R		SA	SA_DLV	DLV		ACH	0.83	ACH		
(135092, 84120, 5798)	135092	84120	5798	79944116804497471	720575940603516006	R		SA	SA_DLV	DLV		ACH	0.57	unk		
(131576, 84051, 5798)	131576	84051	5798	79662641827775983	720575940603765937	R		SA	SA_VTV_4	VTV			0	unk		
(132714, 84362, 5798)	132714	84362	5798	79733010571963224	720575940625164302	R		AN	AN_GNG_152			SER	0.38	unk		
(133245, 83416, 5798)	133245	83416	5798	79803310596672793	720575940634224540	R		AN	GNG_unmatched			GABA	0.52	unk		
(133433, 84171, 5798)	133433	84171	5798	79803379316144434	720575940640167552	R		AN	AN_GNG_197				0	unk		
(133964, 84445, 5798)	133964	84445	5798	79803379316151216	720575940606617557	R		AN	AN_AVLP_GNG_15				0	unk		
(134428, 84533, 5798)	134428	84533	5798	79873748060318854	720575940623165965	R		AN	AN_AVLP_GNG_22			ACH	0.74	ACH		
(133770, 84927, 5798)	133770	84927	5798	79803448035591168	720575940622262493	R		AN	AN_multi_30			GABA	0.57	unk		
(131609, 84122, 5798)	131609	84122	5798	79662641827781659	720575940606343945	R		SA	SA_VTV_1	VTV		ACH	0.6	unk		
(134647, 83559, 5798)	134647	83559	5798	79873679340844891	720575940620107585	R		AN	AN_AVLP_PVLP_3			GABA	0.89	GABA		
(132053, 83840, 5798)	132053	83840	5798	79733010571961552	720575940606526421	R		SA	SA_VTV_5	VTV		GLUT	0.4	unk		
(136092, 84523, 5798)	136092	84523	5798	79944116804500587	720575940621062655	R		AN	AN_GNG_201			ACH	0.59	unk		
(133198, 83810, 5798)	133198	83810	5798	79803379316146831	720575940644275223	R		AN	AN_AVLP_PVLP_4			ACH	0.91	ACH		
(136745, 84753, 5798)	136745	84753	5798	80014554268109923	720575940630690678	R		AN	AN_GNG_5				0	unk		
(134973, 83590, 5798)	134973	83590	5798	79873748060327340	720575940608612984	R		SA	SA_DLV	DLV		ACH	0.49	unk		
(131534, 83554, 5798)	131534	83554	5798	79662573108304012	720575940633075885	R		AN	AN_GNG_SAD_19			ACH	0.87	ACH		
(133310, 84638, 5798)	133310	84638	5798	79803448035590680	720575940636981070	R		AN	AN_GNG_69			GABA	0.48	unk		
(135261, 84196, 5798)	135261	84196	5798	79944116804500319	720575940609116622	R		SA	SA_DLV	DLV		ACH	0.53	unk		
(138951, 81600, 5798)	138951	81600	5798	80155085598066090	720575940609656689	R		AN	AN_GNG_171			ACH	0.68	ACH		
(133943, 84030, 5798)	133943	84030	5798	79803379316145729	720575940635473886	R		AN	AN_AVLP_GNG_23			GABA	0.63	GABA		
(132557, 83517, 5798)	132557	83517	5798	79732941852495498	720575940622159117	R		AN	AN_GNG_192				0	unk		
(134912, 83234, 5798)	134912	83234	5798	79873679340847318	720575940620731608	R		AN	AN_multi_26			ACH	0.92	ACH		
(131949, 83467, 5798)	131949	83467	5798	79662573108300329	720575940632879149	R		AN	AN_GNG_SAD_13			ACH	0.58	unk		
(137906, 82119, 5798)	137906	82119	5798	80084716853898145	720575940614780219	R		AN	AN_GNG_175			ACH	0.62	ACH		
(133925, 84111, 5798)	133925	84111	5798	79803379316148298	720575940611765032	R		AN	AN_GNG_SAD_25			ACH	0.82	ACH		
(132089, 83288, 5798)	132089	83288	5798	79732941852496519	720575940638681919	R		AN	AN_multi_121			ACH	0.82	ACH		
(133413, 84934, 5798)	133413	84934	5798	79803448035588456	720575940611817779	R		AN	AN_GNG_67			GABA	0.63	GABA		
(133758, 84460, 5798)	133758	84460	5798	79803379316151212	720575940625070650	R		AN	AN_GNG_197			GABA	0.42	unk		
(135064, 82524, 5798)	135064	82524	5798	79873610621372834	720575940632512703	R		AN	AN_GNG_165			ACH	0.89	ACH		
(132310, 83895, 5798)	132310	83895	5798	79733010571961604	720575940616541585	R		AN	AN_multi_119			ACH	0.88	ACH		
(132043, 84074, 5798)	132043	84074	5798	79733010571961716	720575940624805765	R		SA	SA_VTV_5	VTV		ACH	0.8	ACH		
(134683, 82934, 5798)	134683	82934	5798	79873679340847064	720575940614836027	R		AN	AN_AVLP_2			ACH	0.74	ACH		
(131469, 84127, 5798)	131469	84127	5798	79662641827778465	720575940612487574	R		SA	SA_VTV_6	VTV		SER	1	other		
(135148, 83788, 5798)	135148	83788	5798	79944116804509343	720575940619358885	R		AN	AN_AVLP_30			GABA	0.76	GABA		
(134493, 82943, 5798)	134493	82943	5798	79873679340851257	720575940633281272	R		AN	AN_GNG_165			ACH	0.92	ACH		
(132972, 83457, 5798)	132972	83457	5798	79732941852494239	720575940624431288	R		AN	AN_AVLP_GNG_8			ACH	0.92	ACH		
(133672, 82865, 5798)	133672	82865	5798	79803310596669706	720575940620472956	R		AN	AN_GNG_116				0	unk		
(132120, 83762, 5798)	132120	83762	5798	79733010571961474	720575940615137804	R		AN	AN_GNG_SAD_30			ACH	0.93	ACH		
(131885, 83728, 5798)	131885	83728	5798	79662641827781469	720575940615677090	R		SA	SA_VTV_4	VTV			0	unk		
(133639, 83541, 5798)	133639	83541	5798	79803310596682968	720575940629337600	R		AN	AN_GNG_94			ACH	0.76	ACH		
(133707, 84552, 5798)	133707	84552	5798	79803379316152463	720575940646367267	R		AN	AN_GNG_69			GABA	0.46	unk		
(133096, 84396, 5798)	133096	84396	5798	79803379316149835	720575940613190978	R		AN	AN_GNG_75				0	unk		
(132544, 84220, 5798)	132544	84220	5798	79733010571963127	720575940624789652	R		AN	AN_GNG_74			GABA	0.55	unk		
(134874, 83176, 5798)	134874	83176	5798	79873679340843089	720575940634388622	R		AN	AN_GNG_165			ACH	0.91	ACH		
(132980, 84484, 5798)	132980	84484	5798	79733010571960687	720575940613553202	R		AN	AN_GNG_69				0	unk		
(134950, 82971, 5798)	134950	82971	5798	79873679340847084	720575940622239553	R		AN	AN_AVLP_51			ACH	0.79	ACH		
(132425, 83996, 5798)	132425	83996	5798	79733010571964254	720575940631815844	R		AN	GNG_unmatched			GABA	0.79	GABA		
(133347, 83582, 5798)	133347	83582	5798	79803310596671776	720575940631000773	R		AN	AN_multi_66			ACH	0.91	ACH		
(131367, 84057, 5798)	131367	84057	5798	79662641827777179	720575940623207885	R		AN	AN_GNG_PRW_3				0	unk		
(134232, 84084, 5798)	134232	84084	5798	79873748060325270	720575940617440029	R		AN	AN_AMMC_SAD_1				0	unk		
(135287, 84155, 5798)	135287	84155	5798	79944116804500276	720575940614677307	R		SA	SA_DLV	DLV		ACH	0.56	unk		
(131808, 83618, 5798)	131808	83618	5798	79662641827776875	720575940638065469	R		SA	SA_VTV_4	VTV			0	unk		
(131846, 83888, 5798)	131846	83888	5798	79662641827773597	720575940627764780	R		SA	SA_VTV_10	VTV		ACH	0.6	unk		
(133589, 84471, 5798)	133589	84471	5798	79803379316148517	720575940625821672	R		AN	AN_GNG_198			GABA	0.73	GABA		
(132012, 83162, 5798)	132012	83162	5798	79662573108308282	720575940620950042	R		AN	AN_AVLP_23			ACH	0.92	ACH		
(131737, 84058, 5798)	131737	84058	5798	79662641827778421	720575940615134557	R		SA	SA_VTV_9	VTV		ACH	0.83	ACH		
(133307, 82747, 5798)	133307	82747	5798	79803310596681457	720575940625287998	R		AN	AN_GNG_140			ACH	0.45	unk		
(131480, 83955, 5798)	131480	83955	5798	79662641827778377	720575940622450924	R		SA	SA_VTV_2	VTV		ACH	0.83	ACH		
(131488, 83891, 5798)	131488	83891	5798	79662641827775883	720575940624967305	R		SA	SA_VTV_2	VTV		ACH	0.82	ACH		
(139215, 81789, 5798)	139215	81789	5798	80225454342264136	720575940622730239	R		AN	AN_GNG_3			ACH	0.9	ACH		
(133452, 83614, 5798)	133452	83614	5798	79803379316149120	720575940615301009	R		AN	AN_GNG_95			GLUT	0.64	GLUT		
(139261, 79864, 5798)	139261	79864	5798	80225316903315469	720575940622947333	R		AN	AN_GNG_IPS_1			GABA	0.54	unk		
(135831, 84077, 5798)	135831	84077	5798	79944116804490995	720575940623748389	R		AN	AN_AVLP_39			GLUT	0.58	unk		
(133836, 83737, 5798)	133836	83737	5798	79803379316150657	720575940628508534	R		AN	AN_AVLP_GNG_23				0	unk		
(135427, 84057, 5798)	135427	84057	5798	79944116804498855	720575940615879965	R		AN	AN_AVLP_5			GABA	0.8	GABA		
(133341, 82859, 5798)	133341	82859	5798	79803310596671100	720575940623405948	R		AN	AN_GNG_191			ACH	0.79	ACH		
(135115, 83981, 5798)	135115	83981	5798	79944116804498795	720575940616683678	R		SA	SA_DLV	DLV		ACH	0.58	unk		
(131357, 83809, 5798)	131357	83809	5798	79662641827779377	720575940617227042	R		AN	AN_GNG_100			GABA	0.76	GABA		
(132098, 83659, 5798)	132098	83659	5798	79733010571966163	720575940617936641	R		AN	AN_multi_71			ACH	0.97	ACH		
(135598, 84770, 5798)	135598	84770	5798	79944185523947417	720575940625348389	R		AN	AN_GNG_200			GABA	0.6	unk		
(134527, 83204, 5798)	134527	83204	5798	79873679340849985	720575940627239336	R		AN	AN_AVLP_51			ACH	0.82	ACH		
(132912, 82592, 5798)	132912	82592	5798	79732941852490036	720575940623619549	R		AN	AN_GNG_SAD_35			SER	0.65	other		
(134799, 82897, 5798)	134799	82897	5798	79873679340848436	720575940617937287	R		AN	AN_GNG_165			ACH	0.71	ACH		
(134146, 84050, 5798)	134146	84050	5798	79873748060332599	720575940629704297	R		AN	AN_GNG_196			SER	0.86	other		
(134633, 84150, 5798)	134633	84150	5798	79873748060329059	720575940631558597	R		AN	AN_AVLP_SAD_2			GABA	0.71	GABA		
(131929, 83960, 5798)	131929	83960	5798	79662641827777115	720575940618220480	R		SA	SA_VTV_6	VTV		SER	0.96	other		
(134573, 82935, 5798)	134573	82935	5798	79873679340848448	720575940613580594	R		AN	AN_GNG_165			ACH	0.89	ACH		
(134020, 82596, 5798)	134020	82596	5798	79803310596666560	720575940632678099	R		AN	AN_AVLP_19			ACH	0.94	ACH		
(131523, 83438, 5798)	131523	83438	5798	79662573108310811	720575940605976521	R		AN	AN_multi_34			ACH	0.69	ACH		
(134297, 84337, 5798)	134297	84337	5798	79873748060327965	720575940626404429	R		AN	AN_AMMC_SAD_1			GABA	0.43	unk		
(132711, 84482, 5798)	132711	84482	5798	79733010571962007	720575940636168628	R		AN	AN_GNG_153			GABA	0.49	unk		
(132682, 84161, 5798)	132682	84161	5798	79733010571966584	720575940639468160	R		AN	AN_AVLP_PVLP_2			ACH	0.87	ACH		
(134689, 84498, 5798)	134689	84498	5798	79873748060329270	720575940618291883	R		AN	GNG_unmatched				0	unk		
(133463, 77940, 5798)	133463	77940	5798	79802966999298202	720575940611835955	R		AN	AN_GNG_VES_9			ACH	0.88	ACH		
(138543, 81096, 5798)	138543	81096	5798	80155016878603454	720575940622484211	R		AN	AN_GNG_IPS_19			ACH	0.87	ACH		
(135278, 84827, 5798)	135278	84827	5798	79944185523946466	720575940612547698	R		AN	AN_GNG_127			GABA	0.65	GABA		
(135096, 83613, 5798)	135096	83613	5798	79944116804499822	720575940618544622	R		SA	SA_DLV	DLV		ACH	0.51	unk		
(131657, 83883, 5798)	131657	83883	5798	79662641827781557	720575940622861326	R		SA	SA_VTV_2	VTV		ACH	0.88	ACH		
(132188, 83866, 5798)	132188	83866	5798	79733010571960242	720575940620303380	R		AN	AN_GNG_SAD_30			ACH	0.95	ACH		
(131509, 83784, 5798)	131509	83784	5798	79662641827778236	720575940608601355	R		AN	AN_SLP_LH_1			ACH	0.9	ACH	hb-422328492	
(133455, 84760, 5798)	133455	84760	5798	79803448035590048	720575940618831213	R		AN	AN_GNG_SAD_26				0	unk		
(134513, 82986, 5798)	134513	82986	5798	79873679340852667	720575940632815199	R		AN	AN_GNG_166			ACH	0.75	ACH		
(133405, 83734, 5798)	133405	83734	5798	79803379316151984	720575940627331940	R		AN	AN_AVLP_GNG_7			GABA	0.69	GABA		
(139216, 75123, 5798)	139216	75123	5798	80224973305837780	720575940619029680	R		AN	AN_GNG_SAD_unmatched			GLUT	0.61	unk		
(135596, 83234, 5798)	135596	83234	5798	79944048085026713	720575940610501315	R		AN	AN_AVLP_48			ACH	0.8	ACH		
(133044, 82377, 5798)	133044	82377	5798	79803241877202121	720575940612950642	R		AN	AN_GNG_107			ACH	0.96	ACH		
(131664, 83952, 5798)	131664	83952	5798	79662641827775933	720575940619421823	R		SA	SA_VTV_5	VTV		ACH	0.86	ACH		
(133020, 82685, 5798)	133020	82685	5798	79732941852491375	720575940619620596	R		SA	SA_VTV_DProN_1	VTV			0	unk		
(133432, 83394, 5798)	133432	83394	5798	79803310596681834	720575940633206924	R		AN	AN_GNG_140				0	unk		
(133566, 84249, 5798)	133566	84249	5798	79803379316154534	720575940607625737	R		AN	AN_AVLP_GNG_7			GABA	0.59	unk		
(135401, 83585, 5798)	135401	83585	5798	79944116804498367	720575940625147883	R		AN	AN_AVLP_33			ACH	0.92	ACH		
(132287, 83640, 5798)	132287	83640	5798	79733010571963742	720575940604276652	R		AN	AN_AVLP_PVLP_5			ACH	0.95	ACH	hb-1197455013	
(135574, 84829, 5798)	135574	84829	5798	79944185523949865	720575940628797608	R		AN	AN_GNG_199			GABA	0.52	unk		
(132900, 82904, 5798)	132900	82904	5798	79732941852495107	720575940625760912	R		AN	AN_multi_116			ACH	0.96	ACH		
(134416, 84376, 5798)	134416	84376	5798	79873748060325411	720575940630107855	R		AN	AN_AVLP_8			GABA	0.76	GABA		
(133656, 81987, 5798)	133656	81987	5798	79803241877203960	720575940635883327	R		AN	GNG_unmatched			ACH	0.56	unk		
(131989, 83853, 5798)	131989	83853	5798	79662641827775871	720575940634672610	R		SA	SA_VTV_10	VTV		ACH	0.63	ACH		
(135192, 84135, 5798)	135192	84135	5798	79944116804498919	720575940620762723	R		SA	SA_DLV	DLV		ACH	0.5	unk		
(133839, 84534, 5798)	133839	84534	5798	79803379316143566	720575940627758833	R		AN	AN_multi_127			ACH	0.91	ACH		
(138364, 82510, 5798)	138364	82510	5798	80155085598069292	720575940627480442	R		AN	GNG_unmatched			ACH	0.89	ACH		
(139237, 82521, 5798)	139237	82521	5798	80225454342256699	720575940636437172	R		AN	MtAHN			DA	0.56	unk		
(131864, 83766, 5798)	131864	83766	5798	79662641827779343	720575940620797976	R		SA	SA_VTV_4	VTV		ACH	0.47	unk		
(139286, 82297, 5798)	139286	82297	5798	80225454342262043	720575940612358642	R		AN	AN_multi_14			ACH	0.85	ACH		
(136200, 84730, 5798)	136200	84730	5798	80014554268108393	720575940622276744	R		AN	AN_GNG_VES_1			GABA	0.63	GABA		
(133049, 83943, 5798)	133049	83943	5798	79803379316150822	720575940604820354	R		AN	AN_GNG_168			GLUT	0.71	GLUT		
(131991, 83719, 5798)	131991	83719	5798	79662641827778204	720575940640390709	R		SA	SA_VTV_4	VTV			0	unk		
(132903, 83912, 5798)	132903	83912	5798	79733010571960292	720575940621098887	R		AN	AN_GNG_192			GLUT	0.67	GLUT		
(133087, 84498, 5798)	133087	84498	5798	79803379316153622	720575940617393435	R		AN	AN_GNG_69			SER	0.59	unk		
(140163, 80162, 5798)	140163	80162	5798	80225316903316913	720575940633548128	R		AN	AN_PRW_FLA_1			GLUT	0.66	GLUT		
(132927, 83542, 5798)	132927	83542	5798	79732941852489711	720575940621651383	R		AN	AN_GNG_110			ACH	0.63	ACH		
(131643, 83694, 5798)	131643	83694	5798	79662641827785553	720575940630911991	R		SA	SA_VTV_5	VTV			0	unk		
(132217, 83710, 5798)	132217	83710	5798	79733010571960171	720575940632000104	R		AN	AN_GNG_SAD_14				0	unk		
(134878, 82852, 5798)	134878	82852	5798	79873679340849730	720575940621668533	R		AN	AN_GNG_165				0	unk		
(133101, 83416, 5798)	133101	83416	5798	79803310596674074	720575940619153136	R		AN	AN_GNG_SAD_1			ACH	0.79	ACH		
(133835, 84383, 5798)	133835	84383	5798	79803379316152382	720575940617307097	R		AN	AN_AVLP_54			ACH	0.89	ACH		
(139038, 79362, 5798)	139038	79362	5798	80154879439642475	720575940622093832	R		SA	SA_DMT_DMetaN_12	DMT		ACH	0.77	ACH		
(134802, 83284, 5798)	134802	83284	5798	79873679340845929	720575940647574916	R		AN	AN_AVLP_27			ACH	0.53	unk		
(134762, 83438, 5798)	134762	83438	5798	79873679340844659	720575940633662871	R		AN	AN_AVLP_16			ACH	0.92	ACH		
(135058, 83096, 5798)	135058	83096	5798	79873679340844411	720575940645122948	R		AN	AN_AVLP_17			ACH	0.93	ACH		
(134434, 82847, 5798)	134434	82847	5798	79873679340847030	720575940633000162	R		AN	AN_GNG_165			ACH	0.54	unk		
(132181, 83363, 5798)	132181	83363	5798	79732941852492958	720575940627330566	R		AN	AN_multi_96			ACH	0.9	ACH		
(134436, 83776, 5798)	134436	83776	5798	79873748060325068	720575940633049963	R		AN	AN_multi_111			GABA	0.66	GABA		
(132825, 82470, 5798)	132825	82470	5798	79732873133026304	720575940613622501	R		AN	AN_GNG_SAD_29				0	unk		
(133749, 84331, 5798)	133749	84331	5798	79803379316148435	720575940615333076	R		AN	GNG_unmatched			GABA	0.41	unk		
